"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-08-24,"ON POWER","Mark R Levin","Threshold Editions.","Nonfiction",2,1,2,"2       ON POWER, by Mark R. Levin. (Threshold Editions.) The Fox News host                    1            2 considers various facets of power and its effect on history."
2025-08-24,"ONE NATION ALWAYS UNDER GOD","Tim Scott","Broadside.","Nonfiction",3,NA,1,"3       ONE NATION ALWAYS UNDER GOD, by Tim Scott. (Broadside.) The Republican                 --           1 senator from South Carolina depicts the influence Christianity had on some prominent people and institutions."
2025-08-24,"DISNEY ADULTS","AJ Wolfe","Gallery.","Nonfiction",4,NA,1,"4       DISNEY ADULTS, by AJ Wolfe. (Gallery.) An exploration of the subculture of loyal       --           1 fans, composed of grown-ups, of the Disney films, merchandise and theme parks."
2025-08-24,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",5,3,72,"5       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                3            72 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-08-24,"THE IDAHO FOUR","James Patterson and Vicky Ward","Little, Brown.","Nonfiction",6,2,4,"6       THE IDAHO FOUR, by James Patterson and Vicky Ward. (Little, Brown.)                    2            4 Investigations into the murders of four University of Idaho students on Nov. 13,"
2025-08-24,"THE DEVIL REACHED TOWARD THE SKY","Garrett M Graff","Avid Reader.","Nonfiction",7,NA,1,"7       THE DEVIL REACHED TOWARD THE SKY, by Garrett M. Graff. (Avid Reader.)                  --           1 The author of “When the Sea Came Alive” provides a narrative account of the people and events involved in and impacted by the creation of the atomic bomb."
2025-08-24,"KING OF KINGS","Scott Anderson","Doubleday.","Nonfiction",8,NA,1,"8       KING OF KINGS, by Scott Anderson. (Doubleday.) The author of “Lawrence of              --           1 Arabia” weaves together the history of the Iranian revolution."
2025-08-24,"EVERYTHING IS TUBERCULOSIS","John Green","Crash Course.","Nonfiction",9,4,21,"9       EVERYTHING IS TUBERCULOSIS, by John Green. (Crash Course.) The author                  4            21 of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis."
2025-08-24,"BLACK AF HISTORY","Michael Harriot","Dey Street.","Nonfiction",10,9,11,"10       BLACK AF HISTORY, by Michael Harriot. (Dey Street.) A columnist at                     9            11 TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans."
2025-08-24,"TONIGHT IN JUNGLELAND","Peter Ames Carlin","Doubleday.","Nonfiction",11,NA,1,"11       TONIGHT IN JUNGLELAND, by Peter Ames Carlin. (Doubleday.) The author of                --           1 “Bruce” portrays the making of Springsteen’s album “Born to Run.”"
2025-08-24,"GHOSTS OF HIROSHIMA","Charles Pellegrino","Blackstone.","Nonfiction",12,NA,1,"12       GHOSTS OF HIROSHIMA, by Charles Pellegrino. (Blackstone.) Firsthand                    --           1 accounts from people affected by the dropping of the atomic bomb on Hiroshima."
2025-08-24,"BREAKING THE LAW","Alex Marlow","Threshold Editions.","Nonfiction",13,NA,1,"13       BREAKING THE LAW, by Alex Marlow. (Threshold Editions.) The editor in chief of         --           1 Breitbart News makes his argument that liberals are exploiting the legal system."
2025-08-24,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",14,6,21,"14       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York                 6            21 Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress."
2025-08-24,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",15,7,112,"15       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific      7           112 research on aging and longevity. Hawes Publications                                                                                      www.hawes.com"
2025-08-31,"FOR RICHER FOR POORER","Danielle Steel","Delacorte.","Fiction",1,NA,1,"1       FOR RICHER FOR POORER, by Danielle Steel. (Delacorte.) As pressures mount,               --           1 Eugenia Ward, a fashion designer and mother of five adult children, meets a successful real estate developer."
2025-08-31,"WE ARE ALL GUILTY HERE","Karin Slaughter","Morrow.","Fiction",2,NA,1,"2       WE ARE ALL GUILTY HERE, by Karin Slaughter. (Morrow.) Officer Emmy Clifton               --           1 investigates the disappearance of two teenage girls from a small town called North Falls."
2025-08-31,"ATMOSPHERE","Taylor Jenkins Reid","Ballantine.","Fiction",3,3,11,"3       ATMOSPHERE, by Taylor Jenkins Reid. (Ballantine.) In the summer of 1980, Joan            3            11 Goodwin begins training with a group of candidates for NASA’s space shuttle program."
2025-08-31,"MY FRIENDS","Fredrik Backman","Atria.","Fiction",4,6,15,"4       MY FRIENDS, by Fredrik Backman. (Atria.) A young woman looks into the story              6            15 behind a painting that was made 25 years ago and a small group of teens depicted in it; translated by Neil Smith."
2025-08-31,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",5,5,30,"5       ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean               5            30 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-08-31,"NOT QUITE DEAD YET","Holly Jackson","Bantam.","Fiction",6,4,4,"6       NOT QUITE DEAD YET, by Holly Jackson. (Bantam.) With only a week left to live            4            4 after a violent attack on Halloween, Jet Mason is determined to solve her own murder."
2025-08-31,"THE FALLEN & THE KISS OF DUSK","Carissa Broadbent","Bramble.","Fiction",7,1,2,"7       THE FALLEN & THE KISS OF DUSK, by Carissa Broadbent. (Bramble.) The fourth               1            2 book in the Crowns of Nyaxia series and second book of the Shadowborn Duet."
2025-08-31,"THE PUMPKIN SPICE CAFÉ","Laurie Gilmore","HarperCollins.","Fiction",8,NA,1,"8       THE PUMPKIN SPICE CAFÉ, by Laurie Gilmore. (HarperCollins.) Jeanie takes                 --           1 over her aunt’s café in Dream Harbor and encounters a local farmer."
2025-08-31,"SCARRED","Emily McIntire","Bloom.","Fiction",9,2,2,"9       SCARRED, by Emily McIntire. (Bloom.) The second book in the Never After series.          2            2 Lady Sara Beatreaux develops an attraction for one of the men she intended to kill."
2025-08-31,"KISS HER GOODBYE","Lisa Gardner","Grand Central.","Fiction",10,NA,1,"10       KISS HER GOODBYE, by Lisa Gardner. (Grand Central.) The fourth book in the               --           1 Frankie Elkin series. The missing persons expert Elkin goes to Tucson in search of a missing Afghan refugee."
2025-08-31,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",11,7,21,"11       BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must confront             7            21 her past when the man she once loved as a teenager returns to the village with his son."
2025-08-31,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",12,9,37,"12       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her                 9            37 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-08-31,"THE HAMPTONS LAWYER","James Patterson and Mike Lupica","Little, Brown.","Fiction",13,10,4,"13       THE HAMPTONS LAWYER, by James Patterson and Mike Lupica. (Little, Brown.)                10           4 The third book in the Jane Smith thriller series. Taking on a celebrity client proves dangerous."
2025-08-31,"DUNGEON CRAWLER CARL","Matt Dinniman","Ace.","Fiction",14,15,3,"14       DUNGEON CRAWLER CARL, by Matt Dinniman. (Ace.) A Coast Guard vet named                   15           3 Carl and his ex-girlfriend’s cat, Princess Donut, are trapped in a fantasy dungeon."
2025-08-31,"NEVER FLINCH","Stephen King","Scribner.","Fiction",15,13,12,"15       NEVER FLINCH, by Stephen King. (Scribner.) Holly Gibney does double duty by              13           12 helping head off acts of retribution and protecting a women’s rights activist. Hawes Publications                                                                                        www.hawes.com"
2025-08-31,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",1,5,73,"1       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                 5            73 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-08-31,"CUDI","Scott ""Kid Cudi"" Mescudi","Simon & Schuster.","Nonfiction",2,NA,1,"2       CUDI, by Scott ""Kid Cudi"" Mescudi. (Simon & Schuster.) The Grammy Award–                --           1 winning artist describes obstacles he encountered during his career."
2025-08-31,"SEMI-WELL-ADJUSTED DESPITE LITERALLY EVERYTHING","Alyson Stoner","St. Martin's.","Nonfiction",3,NA,1,"3       SEMI-WELL-ADJUSTED DESPITE LITERALLY EVERYTHING, by Alyson Stoner.                      --           1 (St. Martin's.) The actor and dancer recounts childhood fame, past traumas and the search for stability."
2025-08-31,"ON POWER","Mark R Levin","Threshold Editions.","Nonfiction",4,2,3,"4       ON POWER, by Mark R. Levin. (Threshold Editions.) The Fox News host                     2            3 considers various facets of power and its effect on history."
2025-08-31,"THE FORT BRAGG CARTEL","Seth Harp","Viking.","Nonfiction",5,NA,1,"5       THE FORT BRAGG CARTEL, by Seth Harp. (Viking.) An Iraq war veteran and                  --           1 investigative reporter delves into unsolved murders connected to drug trafficking at the Special Operations base."
2025-08-31,"THE IDAHO FOUR","James Patterson and Vicky Ward","Little, Brown.","Nonfiction",6,6,5,"6       THE IDAHO FOUR, by James Patterson and Vicky Ward. (Little, Brown.)                     6            5 Investigations into the murders of four University of Idaho students on Nov. 13,"
2025-08-31,"EVERYTHING IS TUBERCULOSIS","John Green","Crash Course.","Nonfiction",7,9,22,"7       EVERYTHING IS TUBERCULOSIS, by John Green. (Crash Course.) The author                   9            22 of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis."
2025-08-31,"BLACK AF HISTORY","Michael Harriot","Dey Street.","Nonfiction",8,10,12,"8       BLACK AF HISTORY, by Michael Harriot. (Dey Street.) A columnist at                      10           12 TheGrio.com articulates moments in American history that center the perspectives and experiences of Black Americans."
2025-08-31,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",9,15,113,"9       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific       15          113 research on aging and longevity."
2025-08-31,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",10,14,22,"10       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York                  14           22 Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress."
2025-08-31,"TONIGHT IN JUNGLELAND","Peter Ames Carlin","Doubleday.","Nonfiction",11,11,2,"11       TONIGHT IN JUNGLELAND, by Peter Ames Carlin. (Doubleday.) The author of                 11           2 “Bruce” portrays the making of Springsteen’s album “Born to Run.”"
2025-08-31,"THE UNDISCOVERED COUNTRY","Paul Andrew Hutton","Dutton.","Nonfiction",12,NA,1,"12       THE UNDISCOVERED COUNTRY, by Paul Andrew Hutton. (Dutton.) A narrative                  --           1 history of the American West featuring stories about Daniel Boone, Red Eagle, Davy Crockett, Mangas Coloradas, Kit Carson, Sitting Bull and William “Buffalo Bill” Cody."
2025-08-31,"ONE NATION ALWAYS UNDER GOD","Tim Scott","Broadside.","Nonfiction",13,3,2,"13       ONE NATION ALWAYS UNDER GOD, by Tim Scott. (Broadside.) The Republican                  3            2 senator from South Carolina depicts the influence Christianity had on some prominent people and institutions."
